date,price,bedrooms,bathrooms,sqft_living,floors,city,country
5/5/2014 0:00,309950,3,2.5,1880,2,Renton,USA
5/5/2014 0:00,600000,3,1.75,1880,1,Seattle,USA
5/5/2014 0:00,418000,3,2,1410,1.5,Seattle,USA
5/5/2014 0:00,449250,4,2,1480,1.5,Seattle,USA
5/5/2014 0:00,329950,2,1,1140,1.5,Seattle,USA
5/5/2014 0:00,245000,3,1.75,1920,1,Auburn,USA
5/5/2014 0:00,549000,4,2.5,2910,2,Renton,USA
5/5/2014 0:00,800000,3,2.5,3240,2,Sammamish,USA
5/5/2014 0:00,249950,3,2,1550,1,Renton,USA
5/5/2014 0:00,210000,5,2,2050,1,Des Moines,USA
5/5/2014 0:00,1425000,2,2.5,2220,2,Seattle,USA
5/5/2014 0:00,585000,2,1,1770,1.5,Seattle,USA
5/5/2014 0:00,615000,4,1.75,2300,1,Redmond,USA
5/5/2014 0:00,618500,3,2,1800,1,Seattle,USA
5/5/2014 0:00,487585,4,1.75,2010,1,Kirkland,USA
5/5/2014 0:00,509900,3,2.5,1790,2,Issaquah,USA
5/5/2014 0:00,631625,4,2.5,2440,2,Seattle,USA
5/5/2014 0:00,555000,3,2.5,1940,2,Issaquah,USA
5/5/2014 0:00,340000,2,1.5,1160,2,Seattle,USA
5/5/2014 0:00,830000,4,2.5,3400,2,Redmond,USA
5/5/2014 0:00,890000,4,4.25,4420,2,Issaquah,USA
5/5/2014 0:00,366750,3,3,1571,3,Seattle,USA
5/5/2014 0:00,415000,3,2.25,1620,2.5,Issaquah,USA
5/5/2014 0:00,416286,3,2.5,1408,3,Seattle,USA
5/5/2014 0:00,478000,3,2.5,3040,2,Renton,USA
5/5/2014 0:00,890000,5,3.5,4490,2,Issaquah,USA
5/5/2014 0:00,419190,2,2.5,1590,2,Issaquah,USA
5/5/2014 0:00,712198,4,2.5,2450,2,Redmond,USA
5/6/2014 0:00,397000,4,2,1440,1,Kirkland,USA
5/6/2014 0:00,450000,2,2,1100,1.5,Seattle,USA
5/6/2014 0:00,353000,3,1,1350,1,Seattle,USA
5/6/2014 0:00,609000,4,2.5,2150,2,Redmond,USA
5/6/2014 0:00,234000,3,1.75,1490,1,Covington,USA
5/6/2014 0:00,561000,3,2,2000,2,Seattle,USA
5/6/2014 0:00,469000,2,1,1030,1,Seattle,USA
5/6/2014 0:00,329350,2,1,720,1,Seattle,USA
5/6/2014 0:00,488000,5,2,2020,1.5,Seattle,USA
5/6/2014 0:00,279900,3,1.75,1580,1,Des Moines,USA
5/6/2014 0:00,606000,4,2.5,2110,2,Issaquah,USA
5/6/2014 0:00,312000,4,2,1300,1,Seattle,USA
5/6/2014 0:00,650000,3,1.5,1630,1,Seattle,USA
5/6/2014 0:00,1135000,4,2.75,3370,1,Seattle,USA
5/6/2014 0:00,325000,4,2.5,1890,1,Seattle,USA
5/6/2014 0:00,425000,4,2,1520,1,Inglewood-Finn Hill,USA
5/6/2014 0:00,219000,2,1,900,1,Seattle,USA
5/6/2014 0:00,250000,3,1,1050,1,Shoreline,USA
5/6/2014 0:00,390000,3,1.75,1260,1,Bellevue,USA
5/6/2014 0:00,475000,6,3,3470,1.5,Kenmore,USA
5/6/2014 0:00,736000,4,2.5,2290,2,Bellevue,USA
5/6/2014 0:00,407000,4,2.25,2810,1,Des Moines,USA
5/6/2014 0:00,272000,3,2.5,1650,2,Carnation,USA
5/6/2014 0:00,362000,3,2.25,1640,1,Burien,USA
5/6/2014 0:00,535000,3,2.5,1850,2,Kirkland,USA
5/6/2014 0:00,284000,4,2.5,2000,2,Kent,USA
5/6/2014 0:00,367500,3,1.5,1410,1,Shoreline,USA
5/6/2014 0:00,379900,4,1.75,1500,1,Kenmore,USA
5/6/2014 0:00,520000,3,2.5,2460,2,Renton,USA
5/6/2014 0:00,175000,3,1,1010,1,Renton,USA
5/6/2014 0:00,460000,2,2.25,1230,2,Seattle,USA
5/6/2014 0:00,345000,4,2.5,2331,2,Renton,USA
5/6/2014 0:00,455000,5,2.5,2240,1,Kirkland,USA
5/6/2014 0:00,610000,4,3,2450,1,Bellevue,USA
5/6/2014 0:00,563000,4,3,3100,2,Kenmore,USA
5/6/2014 0:00,612500,4,2,2060,1,Seattle,USA
5/6/2014 0:00,218000,3,1.75,1850,1,Federal Way,USA
5/6/2014 0:00,404000,4,1.75,1840,1,Bellevue,USA
5/6/2014 0:00,860000,4,2,3740,2,Redmond,USA
5/6/2014 0:00,136500,3,1.5,1420,1,Federal Way,USA
5/6/2014 0:00,313950,3,1,1510,1,Seattle,USA
5/6/2014 0:00,575000,3,1.75,2130,1,Seattle,USA
5/6/2014 0:00,1225000,4,2.25,3490,2,Seattle,USA
5/6/2014 0:00,280000,3,1.75,1630,1,North Bend,USA
5/6/2014 0:00,515000,3,2.5,1790,2,Sammamish,USA
5/6/2014 0:00,513000,4,2.5,2000,2,Kenmore,USA
5/6/2014 0:00,599000,4,2.25,2260,2,Bellevue,USA
5/6/2014 0:00,685000,4,2.5,3030,2,Sammamish,USA
5/6/2014 0:00,365000,3,1.5,1310,1,Seattle,USA
5/6/2014 0:00,762300,4,2.5,3880,2,Sammamish,USA
5/6/2014 0:00,1580000,4,3.25,3760,1.5,Seattle,USA
5/6/2014 0:00,562000,5,2.25,3040,2,Redmond,USA
5/6/2014 0:00,530000,5,2.5,2910,1,Bellevue,USA
5/6/2014 0:00,525000,3,2.5,2970,1,Sammamish,USA
5/6/2014 0:00,484000,2,1.75,1660,1,Seattle,USA
5/6/2014 0:00,725126,4,2.5,3200,2,Newcastle,USA
5/6/2014 0:00,360000,4,2,2680,1,Auburn,USA
5/6/2014 0:00,387000,3,1,1230,1,Newcastle,USA
5/6/2014 0:00,483500,4,2.5,2740,2,Woodinville,USA
5/6/2014 0:00,655500,4,3.5,3380,2,Shoreline,USA
5/6/2014 0:00,345000,3,1,1110,1,Seattle,USA
5/6/2014 0:00,533000,5,2.75,1800,1.5,Seattle,USA
5/6/2014 0:00,385000,3,1.75,1900,1,Seattle,USA
5/6/2014 0:00,675000,2,1,930,1,Bellevue,USA
5/6/2014 0:00,197000,3,1.75,1690,1,Auburn,USA
5/6/2014 0:00,485000,3,2,1420,1.5,Seattle,USA
5/6/2014 0:00,1870000,5,4,4510,2,Mercer Island,USA
5/6/2014 0:00,295000,3,2.25,1980,1,Federal Way,USA
5/6/2014 0:00,499000,2,1.75,1170,1,Seattle,USA
5/6/2014 0:00,1050000,3,2.5,2200,2,Seattle,USA
5/6/2014 0:00,191000,3,1.5,800,1,Federal Way,USA
5/6/2014 0:00,500000,3,2.5,1480,3,Seattle,USA
5/6/2014 0:00,390000,5,3.75,2890,1,Seattle,USA
5/6/2014 0:00,979000,3,2.5,2690,3,Seattle,USA
5/6/2014 0:00,580000,4,3.25,3569,2,Renton,USA
5/6/2014 0:00,369950,3,2,1270,3,Seattle,USA
5/6/2014 0:00,1800000,5,5,4490,2,Bellevue,USA
5/6/2014 0:00,776000,4,2.5,3040,2,Redmond,USA
5/7/2014 0:00,519950,3,2.25,1170,3,Seattle,USA
5/7/2014 0:00,255000,5,2.25,2060,1,Burien,USA
5/7/2014 0:00,495000,3,1,990,1,Seattle,USA
5/7/2014 0:00,510000,4,2.5,2430,2,Shoreline,USA
5/7/2014 0:00,1150000,4,4,4460,2,Redmond,USA
5/7/2014 0:00,253000,3,1.75,1250,1,Black Diamond,USA
5/7/2014 0:00,503000,3,2.75,1540,1,Kirkland,USA
5/7/2014 0:00,275000,3,2.5,1600,2,Maple Valley,USA
5/7/2014 0:00,249000,3,1,1110,1,Burien,USA
5/7/2014 0:00,310000,3,1.75,1840,1,Renton,USA
5/7/2014 0:00,750000,3,2.75,2520,1,Seattle,USA
5/7/2014 0:00,630000,3,2.5,2680,2,Ravensdale,USA
5/7/2014 0:00,599999,9,4.5,3830,2.5,Seattle,USA
5/7/2014 0:00,758000,4,2.75,2410,1,Kirkland,USA
5/7/2014 0:00,248500,4,1.75,1720,1,Covington,USA
5/7/2014 0:00,310000,3,1.75,2070,1,Kent,USA
5/7/2014 0:00,460000,3,2,1760,2,Redmond,USA
5/7/2014 0:00,675000,3,1.75,1680,1,Bellevue,USA
5/7/2014 0:00,526000,2,2,1550,1.5,Seattle,USA
5/7/2014 0:00,560000,3,3,4120,2,Carnation,USA
5/7/2014 0:00,415000,4,3,1830,2,Bothell,USA
5/7/2014 0:00,246000,3,1,1400,1,Burien,USA
5/7/2014 0:00,314500,3,1.75,1870,1,Federal Way,USA
5/7/2014 0:00,3200000,7,4.5,6210,2.5,Seattle,USA
5/7/2014 0:00,420000,2,1.5,1040,1.5,Seattle,USA
5/7/2014 0:00,535000,3,1.75,2720,1.5,Carnation,USA
5/7/2014 0:00,350000,3,1,1010,1,Kirkland,USA
5/7/2014 0:00,515000,3,1.75,1580,1,Bellevue,USA
5/7/2014 0:00,749950,4,2.75,2600,2,Seattle,USA
5/7/2014 0:00,230000,3,2.5,1920,2,Renton,USA
5/7/2014 0:00,568000,3,2,2350,1.5,Seattle,USA
5/7/2014 0:00,250000,1,1,1100,1,Burien,USA
5/7/2014 0:00,581000,4,2,2510,1,Kirkland,USA
5/7/2014 0:00,651000,3,2.5,3240,2,Kent,USA
5/7/2014 0:00,600000,3,2.5,2460,1,Issaquah,USA
5/7/2014 0:00,500000,2,1,1010,1.5,Seattle,USA
5/7/2014 0:00,475000,2,1,820,1,Seattle,USA
5/7/2014 0:00,352000,5,2.5,2420,1,Seattle,USA
5/7/2014 0:00,420000,3,2.25,1770,2,Kirkland,USA
5/7/2014 0:00,428000,2,2,1350,1,Redmond,USA
5/7/2014 0:00,599000,3,1.75,1960,1,Seattle,USA
5/7/2014 0:00,492000,4,2.5,3305,1.5,Shoreline,USA
5/7/2014 0:00,630000,2,2.25,2550,1,Renton,USA
5/7/2014 0:00,900000,5,3.75,4130,2,Woodinville,USA
5/7/2014 0:00,1110000,4,1.5,2310,1,Clyde Hill,USA
5/7/2014 0:00,575000,4,2,1650,1,Seattle,USA
5/7/2014 0:00,705000,4,2.5,2650,1.5,Seattle,USA
5/7/2014 0:00,940000,4,2.25,1890,1,Seattle,USA
5/7/2014 0:00,313000,3,1.75,2190,1,Federal Way,USA
5/7/2014 0:00,618080,3,2.5,2030,2,Issaquah,USA
5/7/2014 0:00,640000,3,3,2270,2,Renton,USA
5/7/2014 0:00,485000,3,2,1610,1,Seattle,USA
5/7/2014 0:00,300000,2,1,760,1,Seattle,USA
5/7/2014 0:00,379500,2,1,1640,1,Redmond,USA
5/7/2014 0:00,339950,3,2.25,1630,2,Renton,USA
5/7/2014 0:00,1500000,6,2.5,3560,2.5,Seattle,USA
5/7/2014 0:00,1340000,3,3,2960,2,Seattle,USA
5/7/2014 0:00,500000,3,2.5,1940,1,Issaquah,USA
5/7/2014 0:00,239900,3,2,1410,1,Kent,USA
5/7/2014 0:00,314950,3,1,1040,1,Renton,USA
5/7/2014 0:00,361280,2,1,820,1,Seattle,USA
5/7/2014 0:00,100000,2,1,910,1,Algona,USA
5/7/2014 0:00,540000,7,5.75,3700,2,Lake Forest Park,USA
5/7/2014 0:00,480500,4,2.5,2180,1,Woodinville,USA
5/7/2014 0:00,280000,3,2.5,1600,2,Auburn,USA
5/7/2014 0:00,440000,3,1.75,1500,1,Seattle,USA
5/7/2014 0:00,530000,3,1,1340,1,Seattle,USA
5/7/2014 0:00,560000,3,2,1860,1,Issaquah,USA
5/7/2014 0:00,775000,3,2,2540,1.5,Seattle,USA
5/7/2014 0:00,160000,2,1,1040,1,Kent,USA
5/7/2014 0:00,209950,3,1.5,1380,1,Federal Way,USA
5/7/2014 0:00,226500,3,1.75,1640,1,Covington,USA
5/7/2014 0:00,380000,5,1.75,3000,1,Seattle,USA
5/7/2014 0:00,409500,4,2.75,2140,1,Kenmore,USA
5/7/2014 0:00,690000,3,2,1760,1,Seattle,USA
5/7/2014 0:00,405000,3,2.25,1660,1,Shoreline,USA
5/7/2014 0:00,375000,3,2.5,1830,2,Maple Valley,USA
5/7/2014 0:00,794154,4,2,2210,1,Seattle,USA
5/7/2014 0:00,185000,4,1,1490,1,Burien,USA
5/7/2014 0:00,245000,3,1.5,1260,2,Seattle,USA
5/7/2014 0:00,1532500,5,4.5,4270,2,Kirkland,USA
5/7/2014 0:00,1040000,4,3.5,3900,2,Kirkland,USA
5/7/2014 0:00,425000,2,2.5,1150,3,Seattle,USA
5/7/2014 0:00,495000,4,2.75,2656,2,Auburn,USA
5/7/2014 0:00,365000,5,2.75,2410,1,Seattle,USA
5/7/2014 0:00,417250,3,2.25,1606,3,Seattle,USA
5/7/2014 0:00,339950,2,1,820,3,Seattle,USA
5/8/2014 0:00,615000,2,1,1540,1,Seattle,USA
5/8/2014 0:00,403000,3,2.75,2090,2,Duvall,USA
5/8/2014 0:00,980000,5,2.5,3160,1,Mercer Island,USA
5/8/2014 0:00,258000,4,1.75,1730,1,Federal Way,USA
5/8/2014 0:00,533000,3,1,1670,1,Seattle,USA
5/8/2014 0:00,537500,4,2.5,2550,2,Sammamish,USA
5/8/2014 0:00,830000,5,3,3040,1,Mercer Island,USA
5/8/2014 0:00,712000,3,1,1250,1.5,Seattle,USA
5/8/2014 0:00,262000,4,2.5,2020,2,Algona,USA
5/8/2014 0:00,753888,4,2.5,2660,2,Issaquah,USA
5/8/2014 0:00,134000,2,1.5,980,2,Skykomish,USA
5/8/2014 0:00,402000,3,2.5,1960,1,Kirkland,USA
5/8/2014 0:00,205000,2,1,720,1,Seattle,USA
5/8/2014 0:00,553650,2,2.5,1360,2,Seattle,USA
5/8/2014 0:00,559950,2,2,1870,1,Redmond,USA
5/8/2014 0:00,260000,4,1.5,2130,1,Kent,USA
5/8/2014 0:00,270000,4,2.5,1810,2,Kent,USA
5/8/2014 0:00,295000,2,1.75,2200,1,Issaquah,USA
5/8/2014 0:00,719000,3,2.5,1690,1.5,Seattle,USA
5/8/2014 0:00,266000,3,2.5,1940,1,Kent,USA
5/8/2014 0:00,325900,4,2.5,2320,2,Kent,USA
5/8/2014 0:00,647500,4,1.75,2060,1,Normandy Park,USA
5/8/2014 0:00,1039000,4,1,3410,2,Seattle,USA
5/8/2014 0:00,569000,4,2.25,2250,2,Redmond,USA
5/8/2014 0:00,246000,3,1.75,1390,1,Kent,USA
5/8/2014 0:00,515000,2,1,1060,1,Seattle,USA
5/8/2014 0:00,207000,3,1,1490,1,Seattle,USA
5/8/2014 0:00,780000,4,1.75,2480,1,Bellevue,USA
5/8/2014 0:00,489990,5,2.25,2440,1.5,Kent,USA
5/8/2014 0:00,335000,3,1.5,2240,1.5,Auburn,USA
5/8/2014 0:00,295000,3,2.5,1920,2,Federal Way,USA
5/8/2014 0:00,385000,3,1.75,1890,1,Seattle,USA
5/8/2014 0:00,350000,4,1.75,2250,1,Kent,USA
5/8/2014 0:00,235000,2,1,1270,1,Seattle,USA
5/8/2014 0:00,358000,2,1.5,960,2,Seattle,USA
5/8/2014 0:00,716500,4,2.5,3290,2,Sammamish,USA
5/8/2014 0:00,228000,4,1.75,2000,1,Seattle,USA
5/8/2014 0:00,405000,2,1,1020,1,Seattle,USA
5/8/2014 0:00,538000,4,1.75,1840,1,Redmond,USA
5/8/2014 0:00,530000,3,1.75,1980,1,Bellevue,USA
5/8/2014 0:00,1750000,6,3,3510,2.5,Seattle,USA
5/8/2014 0:00,636000,2,1.75,1230,1.5,Seattle,USA
5/8/2014 0:00,535000,4,2.5,2280,2,Woodinville,USA
5/8/2014 0:00,1500000,3,1.75,2430,1,Bellevue,USA
5/8/2014 0:00,868500,3,2.5,2920,3,Renton,USA
5/8/2014 0:00,530000,4,2.75,2280,1.5,Seattle,USA
5/8/2014 0:00,450000,3,2,1510,1,Woodinville,USA
5/8/2014 0:00,230000,3,1.75,950,1,Seattle,USA
5/8/2014 0:00,229000,3,2.5,1190,2,Tukwila,USA
5/8/2014 0:00,437000,3,1.75,1310,1,Redmond,USA
5/8/2014 0:00,1307000,5,3.25,2800,1.5,Seattle,USA
5/8/2014 0:00,595000,3,2.5,1750,2,Kirkland,USA
5/8/2014 0:00,660000,3,1.75,1320,1.5,Seattle,USA
5/8/2014 0:00,347500,4,2.5,2460,2,Federal Way,USA
5/8/2014 0:00,297950,3,2,1240,1,Renton,USA
5/8/2014 0:00,245000,3,1.5,1260,1,Des Moines,USA
5/8/2014 0:00,543200,6,2.25,2820,1.5,Burien,USA
5/8/2014 0:00,1250000,4,3.25,3820,2,Mercer Island,USA
5/8/2014 0:00,413450,3,2.5,1540,3,Seattle,USA
5/8/2014 0:00,330000,2,2,1550,1.5,Snoqualmie,USA
5/8/2014 0:00,424500,3,1.75,1460,1,Redmond,USA
5/8/2014 0:00,230000,3,1,1390,1,Algona,USA
5/8/2014 0:00,930000,3,3.25,2640,2,Seattle,USA
5/8/2014 0:00,349000,3,1.75,1590,1,Renton,USA
5/8/2014 0:00,835000,4,2,1910,1.5,Seattle,USA
5/8/2014 0:00,988500,3,2.75,2015,2,Burien,USA
5/8/2014 0:00,500000,3,1.75,1410,3,Seattle,USA
5/8/2014 0:00,499000,2,1.5,1110,2,Seattle,USA
5/8/2014 0:00,321950,2,1.25,860,2,Seattle,USA
5/8/2014 0:00,494000,3,2.5,2310,2,Kenmore,USA
5/8/2014 0:00,441750,2,1.5,1020,3,Seattle,USA
5/8/2014 0:00,438000,2,1,980,2,Seattle,USA
5/9/2014 0:00,985000,4,2.25,4230,2,Woodinville,USA
5/9/2014 0:00,352000,3,2.25,1640,1,Renton,USA
5/9/2014 0:00,839900,4,3.5,3810,1,Renton,USA
5/9/2014 0:00,765000,4,2.75,2790,2,Issaquah,USA
5/9/2014 0:00,460000,4,1.75,1750,1.5,Seattle,USA
5/9/2014 0:00,224500,4,1,1430,1.5,Auburn,USA
5/9/2014 0:00,254000,3,2.5,1850,2,Covington,USA
5/9/2014 0:00,255000,2,1,960,1,Vashon,USA
5/9/2014 0:00,610000,3,3,2480,1,Woodinville,USA
5/9/2014 0:00,920000,4,3,3750,2,Sammamish,USA
5/9/2014 0:00,402500,4,2.5,2600,2,Federal Way,USA
5/9/2014 0:00,280950,3,1.75,1390,1,Renton,USA
5/9/2014 0:00,604000,4,2.5,2260,2,Issaquah,USA
5/9/2014 0:00,565000,4,2.25,2470,2,Lake Forest Park,USA
5/9/2014 0:00,255000,2,1,810,1,Seattle,USA
5/9/2014 0:00,445000,4,2,1650,1,Seattle,USA
5/9/2014 0:00,2400000,3,2.25,3000,1.5,Sammamish,USA
5/9/2014 0:00,195000,2,1,720,1,Seattle,USA
5/9/2014 0:00,275000,3,1.5,1390,1,Fall City,USA
5/9/2014 0:00,387000,3,2.25,1445,2,Issaquah,USA
5/9/2014 0:00,490000,2,1,1840,1.5,Seattle,USA
5/9/2014 0:00,505000,3,2.5,2100,2,Snoqualmie,USA
5/9/2014 0:00,303500,3,1.5,1060,1,Kirkland,USA
5/9/2014 0:00,270000,3,1.5,1500,1,Seattle,USA
5/9/2014 0:00,323000,4,2.75,1970,1,Renton,USA
5/9/2014 0:00,382000,3,3.25,1410,3,Seattle,USA
5/9/2014 0:00,1370000,4,2.75,3720,1,Bellevue,USA
5/9/2014 0:00,280000,4,2,2190,1,Auburn,USA
5/9/2014 0:00,260000,3,2,1920,1,Federal Way,USA
5/9/2014 0:00,201500,3,1,1160,1,Kent,USA
5/9/2014 0:00,1157200,4,4.25,5860,2,Woodinville,USA
5/9/2014 0:00,536500,4,1.75,2000,1.5,Seattle,USA
5/9/2014 0:00,248000,4,3,2163,2,Algona,USA
5/9/2014 0:00,532000,5,3,3480,1,Issaquah,USA
5/9/2014 0:00,580000,4,2.5,2840,2,Kenmore,USA
